,x0,x1,CarMake,DayOfWeek,x36,Amount,Percent,x46,Month,x84,Continent,x94
198,37.2295157,3.160081256,Volkswagon,Fri,-5.129719183,($103.14),-0.01%,-0.969901793,Aug,-11.39569799,Asia,-0.390006122
199,-5.372789523,-4.705834625,Volkswagon,Thu,-5.210394448,"($1,230.33)",-0.01%,-1.499363089,Jun,6.959943688,Asia,0.963569442
200,20.95285802,21.35402096,Volkswagon,Wed,-2.336039132,$912.88 ,0.00%,-0.037409598,Jul,-7.197439249,Asia,-1.48039868
201,11.42189482,-22.35359311,Toyota,Tue,6.312641746,$432.93 ,-0.02%,-7.022834503,Jul,-9.210216466,Asia,0.163080658
202,22.19276085,-24.79501213,Toyota,Thu,0.534982842,($756.85),-0.01%,4.748345723,Aug,-14.99006431,Asia,0.887858931
203,-5.431364538,3.725218631,Toyota,Thu,-6.467550203,"$2,245.35 ",0.01%,-5.173516532,Jun,7.85504486,Asia,-0.76827529
204,5.072577642,-15.9328688,Honda,Wed,2.348444821,"$1,571.18 ",0.01%,-1.156954872,May,-0.08502216,Asia,0.99915182
205,-23.00282021,11.9719932,Volkswagon,Wed,3.854790059,($358.92),0.01%,7.247499076,Aug,-3.5278389,Asia,-0.577310521
206,24.91142016,5.105488468,Volkswagon,Wed,8.003274736,"($1,031.91)",-0.02%,-2.107404627,Oct,13.40101462,Asia,-0.822337319
207,25.16794463,5.564916113,Toyota,Thu,3.670255617,$675.21 ,0.00%,6.100381787,May,-4.826021579,Asia,-0.510176853
208,-18.13134203,0.048226353,Honda,Thu,-0.747103229,($376.08),-0.01%,0.473526309,Jun,5.675056307,Asia,-0.535195129
209,56.5924328,-16.90209662,Volkswagon,Thu,4.345985139,"$1,064.40 ",-0.01%,-7.605750822,Aug,6.918382206,Asia,-2.684598412
210,10.50396694,17.2970191,Volkswagon,Wed,-7.37126809,($139.92),0.00%,9.936990602,May,0.228961317,Asia,0.619124083
211,59.65536047,-0.490019037,Volkswagon,Wed,2.664550477,$30.07 ,-0.01%,8.108623201,Jun,-11.84382665,Euorpe,1.398823675
212,49.63816798,-22.17422971,Toyota,Wed,1.50739987,($78.01),0.00%,-5.261414257,sep,-10.76581366,Asia,0.725787706
213,3.040223189,-5.370699888,Volkswagon,Wed,5.934407028,$178.93 ,0.00%,5.005209951,Aug,-6.852102283,Asia,-2.783418839
214,-48.41059694,-5.120553256,Chrystler,Thu,-4.186984619,"$1,569.67 ",0.00%,7.502112514,Aug,2.547761446,Asia,-0.016539228
215,18.27446546,-14.84494447,BMW,Wed,3.832546812,"$1,069.63 ",0.00%,-0.406008026,Jul,-0.637736337,Asia,0.983354124
216,46.88163627,0.182643999,Toyota,Thu,9.431600107,$260.41 ,0.00%,4.0971972,Jul,-6.944518051,Asia,1.275618216
217,16.12667911,14.74835156,Honda,Thu,-1.188997188,"$1,287.45 ",-0.01%,-5.735172898,Jul,-7.673902647,America,0.937838904
218,-55.08462452,-12.79699306,BMW,Wed,-1.918449876,"($1,037.77)",0.00%,-10.02219468,May,-4.218378059,Asia,-0.366200066
219,29.239122,-23.83595947,Volkswagon,Wed,-4.908702034,"$1,823.39 ",0.01%,-3.266743743,May,-5.214446398,Asia,0.441615953
220,11.81989884,-28.30774637,Toyota,Wed,-4.958060334,$737.52 ,0.01%,9.619649237,Jul,-12.39853784,Asia,2.926342342
221,-43.25895119,27.89526012,Tesla,Wed,3.942837232,"($1,075.41)",0.01%,3.850162527,Aug,-4.601537163,Asia,0.752187237
222,-16.62980149,4.095678214,Toyota,Wed,4.870405271,($306.63),0.01%,7.879962631,Jun,8.268211989,Asia,-0.37922248
223,-21.71515908,6.680219652,Volkswagon,Wed,3.549299227,"$1,863.28 ",-0.02%,2.661469048,Jul,-0.102532436,Asia,0.062260418
224,-4.467525196,12.34504534,Volkswagon,Thu,2.51131357,($32.05),0.01%,0.966134154,May,0.418543486,Asia,0.641863422
225,-13.82180158,-35.31543837,Volkswagon,Wed,4.361925435,"($1,096.12)",0.00%,-4.035057648,Aug,10.39606252,America,0.64584287
226,5.371591367,-4.647753302,Volkswagon,Thu,2.113290655,($221.74),0.01%,6.243369243,May,1.640527875,Asia,0.510433912
227,4.676627689,-11.99600592,Volkswagon,Thu,-1.281060708,"$1,094.07 ",0.00%,-9.225409468,Aug,-0.546158393,Asia,-2.192093792
228,24.93279895,12.2703308,Volkswagon,Wed,0.180113321,$914.40 ,0.00%,-15.06066232,Jul,-2.98158622,Asia,-0.918581076
229,0.133714289,-5.418230273,Honda,Tue,-1.667608772,($870.16),0.00%,1.008619677,Aug,-1.790976824,America,0.579291341
230,18.05361124,7.138709864,Volkswagon,Thu,-3.162777942,"$1,891.86 ",0.00%,4.423968223,Aug,1.783751628,Asia,0.033137203
231,10.03167368,0.111928641,Toyota,Wed,4.401175031,"($1,085.24)",-0.03%,-10.27621024,sep,-3.156415909,Asia,1.965352856
232,25.55896714,-13.78565059,Honda,Thu,4.534062087,"$1,202.18 ",0.01%,-2.857728002,sep,3.16194301,Asia,-1.131847689
233,20.14338158,-8.730140118,Toyota,Wed,-2.552617841,"$1,837.79 ",0.00%,3.308836441,sep,12.63646011,Asia,0.639859661
234,2.056393792,-9.015500246,Volkswagon,Thu,-3.100533537,($144.98),0.00%,-3.879243293,Aug,-6.674181983,Asia,-0.716834971
235,-61.35120758,17.6120752,Volkswagon,Thu,1.739452625,$152.91 ,0.00%,-6.558711254,Jun,-1.428884394,Asia,0.118383237
236,3.916648409,17.38590693,Volkswagon,Wed,-8.235123559,($762.78),-0.02%,1.321256732,Jul,7.185624113,Asia,-0.915214155
237,17.75007178,-24.17011758,Volkswagon,Tue,1.210722179,($338.04),0.01%,-0.238554234,sep,2.766424887,Asia,-1.889943131
238,-8.609850047,5.237790611,Toyota,Wed,-0.588949708,($245.36),0.01%,-13.09554386,Jun,3.701723583,Asia,-2.302573168
239,6.834419096,-9.56646574,Honda,Thu,-1.832189694,($205.01),0.00%,1.986848011,Jun,3.782681197,Asia,0.040589196
240,16.02730422,-33.85567765,BMW,Wed,-1.330695653,"($1,929.58)",-0.02%,-8.273242826,Jun,-10.73961034,Asia,0.723942471
241,-27.72291213,-14.60206479,Volkswagon,Thu,-1.817470936,$159.70 ,0.00%,12.46758187,Jul,-4.569252378,Asia,0.780863198
242,-21.31923806,13.28196146,Toyota,Thu,-4.749815578,"$1,238.14 ",0.01%,-10.281909,Apr,9.223843946,Asia,-0.116764587
243,-46.49736661,-21.40270861,Volkswagon,Wed,3.067512529,($172.65),-0.01%,11.76565642,Jul,0.119106129,Asia,-0.819392747
244,-4.492862778,14.44905906,Toyota,Wed,3.176468924,$161.19 ,-0.01%,-4.04922215,Jul,21.32893456,Asia,1.160978045
245,20.94190324,-5.472841273,Volkswagon,Wed,0.126321301,$847.30 ,-0.01%,-3.690429315,Jul,-3.07167207,Euorpe,-0.522235208
246,-8.180412916,5.779508347,BMW,Wed,5.509868328,"($1,078.21)",0.01%,7.865065194,Apr,14.13062726,Asia,0.264326697
247,-47.42357921,-2.191497939,Volkswagon,Thu,0.907896555,($524.58),0.01%,-11.22444894,Jul,-4.025901409,Asia,-0.103939642
248,-13.12625388,24.0471234,Toyota,Wed,3.287728642,$79.96 ,0.00%,17.77801032,Jun,-1.016315445,Asia,-1.265494249
249,11.15641659,23.83860461,Toyota,Wed,-4.018504261,$288.35 ,-0.01%,-3.950431674,Aug,-12.69415518,Asia,-0.953736025
250,-17.84985338,-6.639480182,Honda,Wed,4.883931691,($60.82),0.00%,-7.235349811,Jul,3.149465628,Asia,-0.122186825
251,16.23245443,16.09520182,BMW,Thu,-2.229101802,$601.65 ,0.01%,-3.991105901,Aug,10.54807066,Asia,-0.288231276
252,19.14658506,-3.898754566,Toyota,Wed,8.234939121,"($1,160.01)",0.01%,2.726014484,sep,-10.7221165,Asia,-0.28121968
253,-23.95753526,9.725495916,Volkswagon,Wed,-7.527158497,($375.17),0.00%,11.882227,Jun,-1.675047045,Asia,-0.788224819
254,-9.597488773,18.57545891,Volkswagon,Wed,-0.713538858,($722.89),0.00%,-5.737452318,sep,5.644334548,Asia,1.271814516
255,22.11444461,-37.82911246,Toyota,Thu,14.45748145,($328.14),0.01%,1.240139265,May,-6.717134403,Asia,-1.013013747
256,-4.364642769,4.263431031,BMW,Thu,-4.806290707,$214.47 ,0.02%,-0.671958462,Apr,-2.129081405,Asia,0.470566209
257,10.18726904,-9.219553588,Tesla,Wed,-2.948626704,($213.71),0.02%,-7.946477018,sep,4.255177194,Asia,-1.441486917
258,-22.38298391,10.37821846,BMW,Wed,-6.313494471,$702.20 ,0.00%,11.60579167,Jul,-4.871375014,Asia,-0.337461522
259,52.64332302,8.668244067,BMW,Thu,2.596765968,$762.69 ,0.00%,-5.005115122,sep,1.483315446,Asia,-3.639953579
260,15.35168448,-40.69109386,Nissan,Wed,-1.327823195,$561.64 ,-0.01%,-5.137646504,Aug,-17.05508157,Asia,-0.168166782
261,11.10478311,-10.6748489,Tesla,Thu,1.105382701,"$1,027.85 ",0.00%,4.846351026,Jul,-0.9125179,Asia,0.688763111
262,-13.40632043,-6.404348117,Volkswagon,Wed,4.548874778,$305.62 ,0.01%,-0.758982351,Apr,-4.021678002,Asia,-1.044314876
263,-9.834940514,-18.57542061,Toyota,Thu,-5.838367961,($739.12),0.00%,3.200142687,Jun,6.318094307,Asia,-1.479612344
264,-15.17094736,1.85826506,Honda,Wed,-0.151685626,"$1,489.06 ",0.01%,3.707844874,Jul,-13.19247287,Asia,-0.343184428
265,3.666121139,1.024645101,Volkswagon,Wed,-3.47518894,($433.65),0.00%,5.607349122,Jun,2.686132975,Asia,0.688682876
266,15.88610202,1.844929578,Toyota,Thu,-4.036247606,"$1,286.95 ",-0.02%,4.145515436,Jun,1.407415369,Asia,-1.67523616
267,30.74595899,18.32594374,Toyota,Thu,5.923233442,"$2,899.67 ",0.01%,-3.537333132,Jun,0.977566483,Asia,-1.455199183
268,16.72726284,-12.98191338,Toyota,Wed,2.316752615,"$1,170.75 ",0.01%,6.485307685,Jun,1.474577418,Asia,-0.450793557
269,43.54928204,-25.61651757,Honda,Fri,8.318742893,($428.67),0.00%,-4.369463519,Aug,5.951831067,Asia,0.154303274
270,9.130389414,-6.008222814,BMW,Wed,0.819343615,($601.41),0.01%,-11.80513106,Aug,-9.587634256,Asia,0.411042361
271,-29.09740997,36.4400205,Volkswagon,Thu,3.670424872,$231.46 ,0.01%,-0.350003438,Jul,-15.60399371,Asia,-0.480509073
272,68.16476888,3.624045049,Honda,Wed,8.579275749,$708.79 ,0.00%,2.250110866,Aug,22.49321273,Asia,-0.034445923
273,7.016409256,11.26673794,Honda,Wed,-7.738924324,($411.95),-0.01%,-5.994808801,Jul,5.862569247,Asia,-0.755057467
274,20.89505768,9.698289386,BMW,Thu,-0.644024212,($87.45),0.00%,-1.109146128,Aug,6.053571444,Asia,-1.421717303
275,29.40058819,-19.23464843,BMW,Wed,6.137134085,($984.72),-0.03%,-1.84869456,Aug,0.523457003,Asia,1.047123895
276,-15.59979713,3.190487474,Toyota,Wed,-1.245573318,"($1,582.14)",-0.01%,-6.44656018,Jun,1.377346129,Asia,-0.057155258
277,-47.05963838,12.71932216,BMW,Wed,-1.045130501,"($1,764.74)",0.00%,-9.390498506,Jul,-4.862889822,Asia,-0.35578074
278,34.84721374,-22.52945457,Honda,Wed,7.225576665,"($1,084.91)",0.00%,4.253548034,Jul,-16.52765383,Asia,0.420520126
279,-29.94458524,-16.80804778,Honda,Wed,-2.607524657,($843.61),0.01%,0.950198948,Jul,-0.264949358,Asia,-0.900732699
280,8.62971643,15.87393074,Volkswagon,Wed,-1.300918191,($815.37),0.00%,18.76005844,sep,5.087663232,Asia,0.917117076
281,58.49958097,-25.72712721,Toyota,Thu,0.663071126,"$1,027.66 ",0.00%,-6.992448495,Aug,2.642047584,Asia,1.840639372
282,3.640336679,-5.550584013,Toyota,Wed,-8.486813617,($793.23),0.01%,-0.167041323,Jul,8.797297642,Asia,0.356933487
283,-75.47368917,19.31363067,Toyota,Wed,8.481038974,"($1,292.16)",0.00%,6.241732056,May,-6.324127964,Asia,-1.577488578
284,48.8846152,0.431150361,BMW,Thu,0.887787758,$943.53 ,-0.02%,-9.300673908,Jun,0.417356214,Asia,2.735376266
285,0.654742859,-5.319718541,Honda,Wed,-3.204079342,($371.18),0.00%,1.576138359,Jul,-9.051395177,Asia,1.152489488
286,56.11247977,-46.1228289,BMW,Thu,1.746459539,$55.88 ,0.00%,7.142560916,May,-0.96975292,Asia,0.474625483
287,0.013225589,13.32862146,Honda,Thu,2.091387246,$398.45 ,0.00%,3.174627722,Jun,8.811230227,Asia,1.188474635
288,46.85310258,-5.040602766,Volkswagon,Thu,2.489949257,$370.23 ,0.01%,-11.41487075,Aug,5.533436666,America,0.536319166
289,41.8513324,-10.39922966,Toyota,Wed,5.128088886,($740.64),0.00%,1.03736289,Jun,-1.619549587,Asia,0.914631604
290,3.364601862,-9.616327121,Toyota,Thu,3.178908446,($648.41),0.00%,-3.516437337,Jul,2.231044063,Asia,-0.589756761
291,5.712094752,11.86184223,Volkswagon,Wed,6.465821321,"($1,246.24)",0.01%,2.662479073,Jul,-10.85134095,Euorpe,-0.085019842
292,-17.44501101,0.300889554,BMW,Wed,-2.135734617,$506.75 ,0.01%,4.740078794,sep,-5.526586183,Asia,0.534058301
293,-11.37988813,22.60209866,Toyota,Thu,2.368093802,"($1,265.97)",0.01%,-2.538831834,May,3.283237181,Asia,-1.513042339
294,3.635558874,-17.76073839,Toyota,Wed,0.373827908,"$1,873.81 ",-0.01%,3.724913919,Jun,-3.350412621,Asia,0.878275504
295,-33.3657423,-3.567705978,BMW,Thu,-1.679825486,($557.47),-0.01%,-0.952147444,Jul,9.598597913,America,-0.888915815
296,-39.82267851,-22.58764838,Toyota,Wed,-3.481142736,"($2,564.14)",-0.01%,-2.508663721,Jul,-3.453275563,Asia,1.680598945
297,36.9840792,-18.92014637,Toyota,Wed,-2.930155603,"$1,549.46 ",-0.01%,0.688377979,Aug,-11.395821,Asia,-1.285727676
298,36.72732488,-12.44626659,BMW,Thu,-3.506866264,"($2,395.83)",0.01%,-9.902217707,sep,3.558336832,Asia,0.778575628
299,0.470784582,-14.06500082,Toyota,Wed,1.839484007,"($1,817.53)",0.00%,4.729893127,Aug,12.51870221,Asia,0.528704591
300,-50.18826799,-1.635955442,Volkswagon,Thu,-2.521227074,($995.46),0.03%,-8.765971445,Jul,-10.39277293,Asia,1.02369499
301,31.4109268,-19.45402978,Honda,Thu,-2.397233044,$565.16 ,0.01%,3.14003163,Jun,-6.746991514,Asia,-0.346800696
302,62.16166898,15.80159704,Toyota,Wed,2.182477146,($680.81),-0.01%,-0.817295693,Aug,12.90673779,Asia,0.381848127
303,14.78330776,-26.44770026,Honda,Wed,-3.52941286,$223.30 ,0.01%,-5.406375275,Jun,6.866320339,Asia,-0.800469866
304,-15.0200249,17.07873845,Toyota,Wed,2.412503871,"$1,435.95 ",0.01%,6.027795077,Jun,10.5216905,Asia,-0.093962271
305,39.13295426,-27.82641214,Honda,Wed,10.78563255,$779.21 ,-0.02%,-6.467518743,Aug,-7.91417085,Asia,-1.636718741
306,-9.643063629,-0.020752912,Honda,Wed,3.071780681,"($1,260.66)",0.02%,8.913056166,Aug,-1.106303696,Asia,0.258725597
307,38.06428409,-41.63813472,Volkswagon,Thu,1.874423293,$585.24 ,0.00%,10.41505047,sep,13.80598065,Asia,0.44538283
308,-8.960012345,1.96714339,Volkswagon,Tue,3.845979742,($244.70),-0.01%,-10.23255099,Jul,6.099755091,Asia,-1.39593718
309,27.31608362,9.90951721,Volkswagon,Wed,4.819589691,"$1,094.95 ",-0.01%,-3.511462764,sep,-1.964962632,Asia,0.950480626
310,-16.42551035,9.924957591,Tesla,Fri,-6.114912982,$343.68 ,0.00%,1.251768432,Jul,1.733668495,Asia,-0.948438205
311,-35.09808617,10.34839668,Honda,Tue,1.030522395,"($1,717.04)",0.00%,3.00626743,Apr,6.478814426,Asia,0.047285867
312,-24.22539655,-6.075068573,Honda,Wed,-5.487975322,($743.21),0.00%,1.358282438,Jun,1.57193718,Asia,-0.814521336
313,-16.83883644,16.11007851,Toyota,Wed,-2.337322504,$694.67 ,-0.01%,1.363750381,Jun,6.421911912,America,0.363982013
314,-5.16682515,-1.293868938,Toyota,Wed,5.843125316,"($1,112.25)",-0.01%,-7.39353328,Aug,9.966340434,Asia,0.118177849
315,27.29075919,-14.26176304,Tesla,Thu,4.477336283,"$1,810.31 ",0.01%,-5.493524203,Jul,4.240703414,Asia,-1.409366126
316,62.96121553,-17.85373691,Tesla,Wed,2.099773904,$489.54 ,0.00%,-2.986043666,Jun,2.234133261,Asia,-0.04444428
317,17.48090023,-8.59578304,Volkswagon,Thu,0.0048164,"($1,309.09)",0.00%,4.635927093,sep,0.77821083,Asia,-0.164134744
318,-1.732774351,37.85740546,BMW,Wed,2.323968839,"$2,271.85 ",0.01%,0.004205399,sep,5.175760994,Asia,-0.711729146
319,31.39489418,-8.955837025,Toyota,Wed,6.966183691,($674.14),-0.01%,1.400221197,sep,-3.763919558,Euorpe,-1.603316765
320,-3.761183852,0.526397111,BMW,Thu,-3.20736229,($112.01),0.01%,-4.88580642,May,2.620284758,America,-1.353865916
321,-25.61177253,-18.03890217,Honda,Thu,-2.179217016,"($3,041.42)",-0.02%,3.050759767,May,-13.0992104,Asia,0.744255672
322,-34.74644931,-0.252896399,Volkswagon,Thu,-0.612371173,$257.88 ,0.00%,-1.461243728,Jul,-10.77991068,Asia,1.182940057
323,-16.13341803,-4.713288964,Ford,Wed,2.713728933,($350.50),0.01%,-3.488767929,May,-7.727529256,Asia,0.782995808
324,12.78602859,-9.416779459,Volkswagon,Thu,-3.245709728,$27.45 ,-0.01%,-6.025655173,Jul,-5.990569189,Asia,-1.593534913
325,1.03501909,-1.46797716,Volkswagon,Wed,0.20699282,$540.15 ,-0.01%,-3.207925682,Jun,20.73610658,Asia,-0.047369799
326,11.37070485,0.632916509,Honda,Thu,-1.82724017,($181.24),0.01%,2.890000338,Jul,16.77445881,Asia,-0.095183969
327,17.43645426,19.29601964,Toyota,Thu,-1.205461384,$543.26 ,-0.01%,-0.838408322,May,-5.75553055,Asia,0.502960353
328,28.26419747,-10.58195391,Toyota,Thu,-8.372925007,"$1,886.90 ",0.00%,-3.670520721,sep,-9.087516738,Asia,-2.135186468
329,24.76989268,-15.86071375,Volkswagon,Wed,1.411570384,"($1,100.78)",0.02%,-6.759313832,sep,-1.67789624,Asia,-0.477004223
330,-19.38749277,-35.02909055,Toyota,Wed,-2.689603443,$380.26 ,0.01%,-5.376024032,Apr,-4.935463507,Asia,-1.459251933
331,-6.338714861,8.746641558,Toyota,Wed,0.625529318,"$1,566.82 ",0.00%,9.938866587,Jul,-2.153258306,Asia,-0.346635981
332,-12.06389018,1.35456184,Volkswagon,Thu,-1.836928576,"$1,775.46 ",-0.02%,1.17585784,Jun,-11.20311819,Asia,0.349869249
333,36.62763841,-28.47774029,Toyota,Wed,-5.258095603,"($1,036.19)",0.00%,-5.786887497,Jun,-5.261478415,Asia,-0.372102624
334,-15.05422301,4.872281347,BMW,Wed,-0.682583142,$103.79 ,0.01%,9.944685788,May,-18.30696853,Asia,0.227619667
335,18.69420636,-3.783660639,Tesla,Thu,-3.519413573,($109.58),0.02%,7.138799665,Mar,1.909303593,America,-0.050023551
336,-62.21071316,-4.340027771,Volkswagon,Wed,3.443483558,"($1,765.74)",0.00%,1.949902171,Apr,-6.587269807,Asia,1.652457073
337,1.055049029,2.52438722,Toyota,Thu,-1.165510583,"($1,295.90)",0.00%,1.78426844,Jun,-11.94475988,Asia,-0.812564578
338,19.44406885,-21.34483616,Volkswagon,Thu,-0.823324236,($441.02),0.00%,-2.371232975,Jul,0.3972618,Asia,1.397265434
339,-13.59281112,-8.878703543,Toyota,Wed,1.968454357,($791.89),-0.01%,6.079473746,Aug,7.362819221,Asia,0.087929541
340,39.0048682,-16.43412025,Volkswagon,Thu,2.351244401,"$1,328.75 ",0.00%,2.623220633,Jun,-7.662697129,Asia,0.034597011
341,-85.77862678,10.08327786,Volkswagon,Tue,-2.165428818,$345.17 ,0.02%,7.508894716,Apr,0.46688725,Asia,-0.267856949
342,-12.49759897,-22.38333253,Volkswagon,Wed,4.318677668,"($1,724.53)",0.00%,1.885799182,May,-3.253133327,Asia,2.185320478
343,-64.23359398,15.16154136,Tesla,Wed,4.642652689,"($1,057.86)",-0.01%,-6.401744213,Jun,-3.809232045,Asia,-2.489667038
344,-30.83862249,-9.625811996,Volkswagon,Thu,5.965363645,($142.08),0.00%,-1.322164197,sep,-5.610303725,Asia,2.190393119
345,-12.0739747,1.977459357,BMW,Wed,-4.194260605,($646.80),0.00%,7.514765419,May,-3.514349356,America,-1.203365453
346,16.01082813,7.776253924,Volkswagon,Thu,2.415676985,($438.17),0.00%,4.899218311,May,12.52462423,Asia,-0.088360865
347,-15.57514537,-14.086279,Toyota,Wed,-5.473276571,$382.26 ,0.00%,10.18472076,Jul,2.99945525,Asia,0.61044588
348,-18.63657126,-28.46191225,Volkswagon,Wed,6.043634937,"($1,677.23)",0.00%,-0.176247483,Jun,4.729266572,Euorpe,0.231177269
349,51.69924018,-0.729191819,BMW,Thu,-4.596850094,$97.39 ,-0.01%,-1.64280274,Jul,1.590530809,Asia,-1.042332965
350,3.249859587,0.281105776,Toyota,Wed,-7.2677072,$144.28 ,0.01%,4.84708158,May,-8.233901274,Asia,-0.202334003
351,-33.07421262,7.418515549,BMW,Thu,-5.752214583,$528.71 ,0.00%,0.543343876,sep,6.276594313,America,-0.547260211
352,-57.08704043,-12.99836331,Volkswagon,Wed,-2.231245958,"($1,376.32)",0.01%,6.484637715,May,-5.008787121,Asia,-0.007396793
353,14.42714257,13.67448139,Toyota,Wed,8.040781005,$808.91 ,0.00%,2.133937027,Jun,-5.767711621,America,-0.074714938
354,-22.40032022,12.06741312,BMW,Wed,1.091087413,$461.33 ,0.00%,-2.032521867,Aug,-9.702302486,Asia,-0.866971462
355,35.19319735,-2.110270656,BMW,Thu,6.415042415,($510.93),-0.01%,3.262431662,Aug,-8.97642161,Asia,0.753828692
356,2.445813724,3.268597566,BMW,Thu,3.470621407,$695.84 ,0.01%,-2.416794113,Jul,-16.22667711,Asia,0.577532744
357,-19.76876823,-4.455106872,Volkswagon,Thu,0.476204532,"$1,040.92 ",0.02%,0.193573823,Jun,3.513688305,Asia,0.642503032
358,27.88340031,9.293617135,Toyota,Thu,1.247623546,"$1,246.00 ",0.00%,-7.498551774,Jul,4.194845096,America,0.104124809
359,-7.090445216,-12.61463807,Toyota,Thu,3.57417373,($369.30),0.00%,-6.368762923,May,-18.77546843,Asia,-0.724293752
360,-22.94997808,11.84423295,Toyota,Wed,-1.784995605,$668.24 ,0.01%,-0.492469119,Apr,-19.26432964,Asia,-0.542386912
361,38.27879486,-25.87015629,Toyota,Wed,5.408019104,"$1,874.42 ",0.00%,2.387454202,Jun,18.56049921,Asia,-0.258574045
362,59.58463252,-14.09512145,Volkswagon,Thu,-5.831954276,($647.84),-0.01%,2.490954355,Aug,4.971494618,Asia,0.068477679
363,34.629483,-20.10107625,BMW,Wed,4.888857697,"($1,185.41)",0.00%,13.23079533,Aug,3.364949739,Asia,-0.321066646
364,6.22592027,-16.04545944,BMW,Wed,7.014889726,($144.62),0.00%,5.887114619,Jun,-2.01647095,Asia,-0.813750977
365,14.98682934,2.205466295,Volkswagon,Thu,3.26131081,$957.46 ,0.01%,8.567159349,Apr,4.910792266,Asia,-0.895896521
366,-15.54661154,-1.121497258,Toyota,Wed,6.917027859,($520.77),-0.01%,-0.070759083,Jun,22.05900141,Asia,0.388891747
367,-21.05243693,-4.452167264,Volkswagon,Wed,0.436354299,($802.38),0.00%,-3.241111515,Apr,7.678473043,Asia,-0.772435467
368,-10.91766785,-17.32557584,Tesla,Wed,5.184805577,($130.97),0.02%,-1.738642971,Jul,-7.102926265,Asia,-0.190841041
369,8.772795369,2.708291802,Volkswagon,Wed,-5.063318859,$254.46 ,-0.01%,-2.909190751,May,9.369783046,Asia,2.158020924
370,35.92256403,-19.71225734,Volkswagon,Wed,-4.557373631,($652.68),0.01%,-8.731172084,Jul,7.654019526,Asia,-1.347741395
371,-15.68315247,7.529675012,Honda,Wed,0.789322509,"($1,867.85)",0.01%,5.192915136,Jul,2.152748757,Asia,-0.793016559
372,-6.330741848,-4.437771727,BMW,Wed,0.068545659,($89.40),0.00%,4.691068891,Jul,5.638605961,America,-0.393634586
373,14.5397968,-19.47450159,BMW,Wed,-6.823816329,"($1,065.06)",0.00%,-12.58898293,Apr,-8.058482896,America,-1.504555383
374,83.94086005,18.96985831,Toyota,Thu,-0.885696042,"$1,846.36 ",-0.01%,1.297789393,Aug,-6.158995211,Asia,-0.04440573
375,39.19277519,6.367231545,Volkswagon,Thu,1.386129149,($15.72),0.00%,7.000146723,Jul,-3.010282879,America,0.987351803
376,3.958038932,-6.508034251,Volkswagon,Wed,-8.460367276,$263.53 ,0.00%,-0.888040299,Aug,2.012974545,Asia,1.408280131
377,23.76418562,-23.51359927,Toyota,Thu,4.384522323,"$1,101.38 ",-0.01%,1.776623825,Oct,4.807464403,America,-0.758431245
378,40.80733914,-4.029751287,Volkswagon,Thu,-4.875607391,$37.89 ,0.00%,6.255200835,Jul,5.683464364,Asia,0.174340821
379,-44.3979686,46.40440747,Volkswagon,Wed,-5.309046021,$995.02 ,0.00%,7.207608513,May,0.676389384,Euorpe,0.539128731
380,16.92755801,-17.96026132,Volkswagon,Thu,2.244009666,"$1,157.50 ",0.01%,4.612067327,Aug,-3.369132794,America,-3.061670314
381,19.9054132,-17.93594302,Volkswagon,Wed,-3.292535269,"$1,536.59 ",-0.01%,5.651918052,Jul,16.0089633,Asia,1.055011068
382,10.37647944,-9.58825156,BMW,Thu,-3.078017094,$319.26 ,0.00%,6.013198168,Aug,-4.622138649,Asia,0.20383042
383,43.4968225,1.459523954,Ford,Wed,6.909817507,$52.22 ,0.02%,-15.41705184,Jul,-2.282951014,Asia,-3.183347825
384,-7.673033218,26.29158224,Volkswagon,Wed,3.753940675,($900.39),0.00%,-1.434287107,Aug,10.38977242,Asia,1.364669197
385,20.74132806,14.69250776,Volkswagon,Thu,6.57623425,$212.68 ,0.00%,2.803300954,Aug,14.67284423,Asia,1.718461729
386,29.83795275,-0.632429271,Toyota,Thu,-1.473013574,$194.82 ,-0.01%,3.615728357,Jun,0.786830402,Asia,0.417710523
387,49.23916747,-19.66179287,BMW,Wed,1.763058377,"$2,769.32 ",0.01%,-2.93994357,Jul,-3.127924488,Asia,0.005460178
388,36.13174296,-10.74128091,Volkswagon,Wed,6.301506756,($745.86),0.01%,-2.313712206,Jun,-0.239040593,Asia,0.488298234
389,-29.2178898,-42.20642308,Toyota,Wed,-5.171339918,"($1,655.63)",-0.01%,-5.382233168,May,9.079494099,Asia,-0.766262132
390,18.31210843,-10.46533693,Toyota,Thu,-2.258969487,($331.04),-0.02%,-8.21929223,Jul,13.97837548,Asia,-0.634009452
391,-33.73697519,-1.310644901,Honda,Wed,1.896996593,($93.26),-0.02%,2.970159967,Aug,-1.306109334,Asia,0.391579679
392,-35.12301597,21.07294133,BMW,Thu,1.010733562,$121.38 ,0.00%,-18.93675548,Jun,5.525742253,Asia,0.264489759
393,-14.25546287,8.771832915,BMW,Thu,2.401599166,"($1,027.42)",0.01%,-8.068270404,Jul,-8.197153505,Asia,0.209696837
394,2.473444758,-38.09529646,Honda,Wed,-5.597500596,($284.43),0.01%,9.074406346,Jun,6.381797057,Asia,-0.732360404
395,56.79663186,18.5804175,Volkswagon,Thu,0.768251062,$573.20 ,0.01%,-3.849220215,Jun,0.229420985,Asia,-1.244536728
